Index,CVE,title,repository,date,Issue_ID
2739,CVE-2021-37678,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37644,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37643,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37645,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37656,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37669,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37663,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37654,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37639,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37649,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37658,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37653,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37660,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37670,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37637,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37671,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37668,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37642,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37638,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37664,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2748,CVE-2020-36242,Bump cryptography from 3.2 to 3.3.2,devAmoghS/Machine-Learning-with-Python,2021-02-10T01:39:23Z,https://api.github.com/repos/devAmoghS/Machine-Learning-with-Python/issues/9
2749,CVE-2020-25659,Bump cryptography from 2.3.1 to 3.2,devAmoghS/Machine-Learning-with-Python,2020-10-27T21:34:54Z,https://api.github.com/repos/devAmoghS/Machine-Learning-with-Python/issues/7
2750,CVE-2022-30595,Bump pillow from 9.1.0 to 9.1.1,BindsNET/bindsnet,2022-06-02T00:14:09Z,https://api.github.com/repos/BindsNET/bindsnet/issues/554
2754,CVE-2022-22815,Bump pillow from 8.4.0 to 9.0.0,BindsNET/bindsnet,2022-01-13T04:29:00Z,https://api.github.com/repos/BindsNET/bindsnet/issues/535
2754,CVE-2022-22817,Bump pillow from 8.4.0 to 9.0.0,BindsNET/bindsnet,2022-01-13T04:29:00Z,https://api.github.com/repos/BindsNET/bindsnet/issues/535
2754,CVE-2022-22816,Bump pillow from 8.4.0 to 9.0.0,BindsNET/bindsnet,2022-01-13T04:29:00Z,https://api.github.com/repos/BindsNET/bindsnet/issues/535
2761,CVE-2019-14751,Bump nltk from 3.4 to 3.4.5,shobrook/BitVision,2021-01-02T08:14:46Z,https://api.github.com/repos/shobrook/BitVision/issues/252
2816,CVE-2021-4160,[Snyk] Security upgrade python from 3.8.12-slim-buster to 3.8.13-slim-buster,open-metadata/OpenMetadata,2022-03-23T14:56:57Z,https://api.github.com/repos/open-metadata/OpenMetadata/issues/3618
2831,CVE-2022-0530,[Snyk] Security upgrade python from 3.8 to 3.8.12-slim-buster,open-metadata/OpenMetadata,2022-03-04T06:35:23Z,https://api.github.com/repos/open-metadata/OpenMetadata/issues/3134
2836,CVE-2022-0530,[Snyk] Security upgrade python from 3.8 to 3.11.0a5-slim-bullseye,open-metadata/OpenMetadata,2022-03-03T21:32:01Z,https://api.github.com/repos/open-metadata/OpenMetadata/issues/3127
2856,CVE-2021-22569,CVE-2021-22569 com.google.protobuf:protobuf-java,open-metadata/OpenMetadata,2022-02-01T11:10:23Z,https://api.github.com/repos/open-metadata/OpenMetadata/issues/2530
2857,CVE-2003-1564,CVE-2017-18640 snakeyaml: Billion laughs attack via alias feature,open-metadata/OpenMetadata,2022-02-01T11:07:37Z,https://api.github.com/repos/open-metadata/OpenMetadata/issues/2529
2857,CVE-2017-18640,CVE-2017-18640 snakeyaml: Billion laughs attack via alias feature,open-metadata/OpenMetadata,2022-02-01T11:07:37Z,https://api.github.com/repos/open-metadata/OpenMetadata/issues/2529
2881,CVE-2021-44228,Update log4j 2 to avoid CVE-2021-44228,open-metadata/OpenMetadata,2021-12-10T19:33:06Z,https://api.github.com/repos/open-metadata/OpenMetadata/issues/1686
2918,CVE-2022-21733,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-21731,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-21727,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29201,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-21725,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2021-41208,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29208,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-21729,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-27780,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-23568,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2021-41197,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29204,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29212,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29200,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-23567,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29209,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29191,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29195,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29211,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29194,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-22576,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29192,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-21726,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-21732,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29198,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29213,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29206,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-27776,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29196,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29205,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-27782,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-27781,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29199,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-27778,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-27779,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29216,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-27774,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29203,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29202,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29193,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-27775,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-21730,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29197,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-30115,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-21728,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2918,CVE-2022-29207,Bump tensorflow-gpu from 2.4.0 to 2.7.2 in /packaging,quic/aimet,2022-05-26T20:19:28Z,https://api.github.com/repos/quic/aimet/issues/1304
2919,CVE-2022-21733,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-21731,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-21727,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29201,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-21734,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-21725,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2021-41208,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29208,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-21729,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-27780,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-23568,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2021-41197,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29204,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29212,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29200,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-23567,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29209,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29191,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29195,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29211,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29194,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-22576,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29192,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-21726,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-21732,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29198,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29213,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29206,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-27776,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29196,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29205,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-27782,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-27781,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29199,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-27778,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-27779,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-29216,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
2919,CVE-2022-27774,Bump tensorflow-gpu from 2.4.0 to 2.6.4 in /packaging,quic/aimet,2022-05-24T16:54:27Z,https://api.github.com/repos/quic/aimet/issues/1293
